"as_of_date","borrower_contract_reference_number","borrower_country","borrower_country_code","contract_description","contract_signing_date","fiscal_year","major_sector","procurement_category","procurement_method","procurement_type","product_line","project_id","project_name","region","supplier","supplier_contract_amount_usd","supplier_country","supplier_country_code","wb_contract_number"
"2018-04-10T00:00:00.000","NO 029-IDA/UC-PSAC/2017","Cote d'Ivoire","CI","Elaboration du Programme National d Investissement Agricole","2017-05-19T00:00:00.000","2017","Agriculture","CONSULTANT SERVICES","Consultant Qualification  Selection","Research/Development Services","IBRD/IDA","P119308","CI: Agriculture Sector Support Project","AFRICA","DALBERG GLOBAL DEVELOPMENT ADVISORS","331384.28","Cote d'Ivoire","CI","1549436"
"2018-04-10T00:00:00.000","RCIP TZ/14/2013/2014","Africa","3A","FEASIBILITY STUDY/IMPLEMENTATION PLAN/PROCUREMENT AND IMPLEM","2014-01-21T00:00:00.000","2017","Not Assigned","CONSULTANT SERVICES","Quality And Cost-Based Selection","Not assigned","IBRD/IDA","P111432","RCIP - Phase 3","AFRICA","INTERGEN CONSULTING GROUP","765065.75","Korea, Republic","KR","1546628"
"2018-04-10T00:00:00.000","A1/CO12/DNGRH/16","Mozambique","MZ","Supervision Works Nicoadala Dykes","2017-04-27T00:00:00.000","2017","Water/Sanit/Waste","CONSULTANT SERVICES","Direct Selection","Not assigned","IBRD/IDA","P156559","MZ - Emergency Recovery Project","AFRICA","CONSULTEC - CONSULTORES ASSOCIADOS. LD","159011.28","Mozambique","MZ","1546659"
"2018-04-10T00:00:00.000","01/WK/PNDRH/2016","Mozambique","MZ","Corumana Dam Completion Works","2017-05-02T00:00:00.000","2017","Water/Sanit/Waste","CIVIL WORKS","Request for Bids","Not assigned","IBRD/IDA","P107350","MZ-Water Resources Dev I SIL","AFRICA","CHINA JIANGXI INTERNATIONAL & JIANGXI WATER","14031804.48","China","CN","1546658"
"2018-04-10T00:00:00.000","01/WK/PNDRH/2016","Mozambique","MZ","Corumana Dam Completion Works","2017-05-02T00:00:00.000","2017","Water/Sanit/Waste","CIVIL WORKS","Request for Bids","Not assigned","IBRD/IDA","P107350","MZ-Water Resources Dev I SIL","AFRICA","HYDROPOWER CONSTRUCTION CO. LTD","14031804.48","China","CN","1546658"
"2018-04-10T00:00:00.000","GOPL/CIP/SERV/NCS/001/2016","Somalia","SO","Framework Contracts For Translation and Interpretation Servi","2016-06-29T00:00:00.000","2017","Public Admin","NON-CONSULTING SERVICES","Request for Bids","Not assigned","Recipient Executed A","P149971","Somalia Capacity Injection","AFRICA","BILDHAN TRANSLATION SERVICES","100000.00","Somalia","SO","1546653"
"2018-04-10T00:00:00.000","GOPL/CIP/SERV/NCS/003/2016","Somalia","SO","Framework Contracts For Translation and Interpretation Servi",,"2017","Public Admin","NON-CONSULTING SERVICES","Request for Bids","Not assigned","Recipient Executed A","P149971","Somalia Capacity Injection","AFRICA","SATI TRANSLATIONS","100000.00","Somalia","SO","1546657"
"2018-04-10T00:00:00.000","507/CMRAP/PRRAP/COORDO/EPM/06/20","Congo, Democrat","ZR","SÃ©lection d'un Consultant (Cabinet) ChargÃ© de dÃ©velopper","2017-06-07T00:00:00.000","2017","Public Admin","CONSULTANT SERVICES","Quality And Cost-Based Selection","Project Management","IBRD/IDA","P122229","DRC Public Service Reform and Rejuv","AFRICA","GROUPEMENT ACT FOR PERFORAMANCE","234250.00","Congo, Democrat","ZR","1547854"
"2018-04-10T00:00:00.000","A1/CO11/DNGRH/16","Mozambique","MZ","Technical Assistance and Supervision for Emergency Rehabilit","2017-02-20T00:00:00.000","2017","Water/Sanit/Waste","CONSULTANT SERVICES","Direct Selection","Not assigned","IBRD/IDA","P156559","MZ - Emergency Recovery Project","AFRICA","TECNICA,ENGEHNEIROS CONSULTORES","453024.00","Mozambique","MZ","1546683"
"2018-04-10T00:00:00.000","SO-MOF-SL-11268-CS-CDS","Somalia","SO","Support to WYG","2017-05-28T00:00:00.000","2017","Public Admin","CONSULTANT SERVICES","Direct Selection","Not assigned","Recipient Executed A","P151492","SO-Pub Financial Management Capacity Str","AFRICA","WYG INTERNATIONAL LTD (UK) IN ASSOCIATION WITH CIPFA (UK) AN","365050.00","United Kingdom","GB","1546664"
"2018-04-10T00:00:00.000","SO-MOF-SL-9982-CS-CDS","Somalia","SO","Public financial management professionalization","2017-05-24T00:00:00.000","2017","Public Admin","CONSULTANT SERVICES","Direct Selection","Not assigned","Recipient Executed A","P151492","SO-Pub Financial Management Capacity Str","AFRICA","UNIVERSITY OF HARGEISA","86796.00","Somalia","SO","1546674"
"2018-04-10T00:00:00.000","SO-MOF-SL-12488-GO-RFQ","Somalia","SO","Upgrading  ICT Universities - University of Hargeisa","2017-05-22T00:00:00.000","2017","Public Admin","GOODS","Request for Quotations","Not assigned","Recipient Executed A","P151492","SO-Pub Financial Management Capacity Str","AFRICA","AL-NUUR FURNITURE","2495.00","Somalia","SO","1546673"
"2018-04-10T00:00:00.000","KENHA/RD/CS/SP/2228/2017","Eastern Africa","3E","Consulting Services for Construction supervision of Kainuk B","2017-04-12T00:00:00.000","2017","Not Assigned","CONSULTANT SERVICES","Quality And Cost-Based Selection","Not assigned","IBRD/IDA","P148853","EA Reg.Transp.Trade Dev. Facil. Ph-2","AFRICA","SAI CONSULTING ENGINEERS PVT.LTD","2617403.27","India","IN","1546702"
"2018-04-10T00:00:00.000","GOPL/CIP/SER/SHOPPING/006/2016","Somalia","SO","Project Coordination Unit VSAT C-band Internet Connectivity","2017-02-02T00:00:00.000","2017","Public Admin","NON-CONSULTING SERVICES","Request for Quotations","Not assigned","Recipient Executed A","P149971","Somalia Capacity Injection","AFRICA","GENUINE SOLUTIONS LTD","93000.00","Kenya","KE","1546691"
"2018-04-10T00:00:00.000","UG-MLHUD-13945-NC-RFB","Uganda","UG","Updating and Implementing of Geodetic Reference Frame for La","2017-04-20T00:00:00.000","2017","Public Admin","NON-CONSULTING SERVICES","Request for Bids","Not assigned","IBRD/IDA","P130471","UG-Competive. & Enterprise. Dev. Project","AFRICA","FUGRO GEOID SAS","1911783.97","France","FR","1546694"
"2018-04-10T00:00:00.000","UG-MLHUD-13945-NC-RFB","Uganda","UG","Updating and Implementing of Geodetic Reference Frame for La","2017-04-20T00:00:00.000","2017","Public Admin","NON-CONSULTING SERVICES","Request for Bids","Not assigned","IBRD/IDA","P130471","UG-Competive. & Enterprise. Dev. Project","AFRICA","IGN FRANCE INTERNATIONAL","1911783.97","France","FR","1546694"
"2018-04-10T00:00:00.000","NO. 010/FSRDC/STEP/2017","Congo, Democrat","ZR","GESTION DE LA MISE EN EXECUTION DE LA REHABILITATION DES PIS","2017-05-25T00:00:00.000","2017","Social Protection","CIVIL WORKS","Direct Selection","Works, Maintenance and Rehabilitation","IBRD/IDA","P145196","Eastern Recovery Project","AFRICA","UNITED NATIONS OFFICE PROJECT SERVICES (UNOPS)","6602348.00","World","1W","1547221"
"2018-04-10T00:00:00.000","010/FSRDC/STEP/2017","Congo, Democrat","ZR","GESTION DE LA MISE EN EXECUTION DE LE REHABILITATION DES PIS","2017-05-25T00:00:00.000","2017","Social Protection","CIVIL WORKS","Direct Selection","Works, Maintenance and Rehabilitation","IBRD/IDA","P145196","Eastern Recovery Project","AFRICA","UNITED NATIONS OFFICE PROJECT SERVICES (UNOPS)","6602348.00","World","1W","1550066"
"2018-04-10T00:00:00.000","2017/166/1/6/1/2/2/011","Guinea","GN","Elaboration du Schema Directeur de Developpement de l Agricu","2017-06-14T00:00:00.000","2017","Agriculture","CONSULTANT SERVICES","Quality And Cost-Based Selection","Feasibility Studies","IBRD/IDA","P148114","Guinea National Agricultural","AFRICA","GROUPEMENT SHER/TROPIC ENVIRONNEMENT","1447943.14","Belgium","BE","1550434"
"2018-04-10T00:00:00.000","SN-ADM-03-T-AOI","Senegal","SN","Lot 1 (MBS3-1A) : Réalisation des collecteurs de drainage de","2017-04-21T00:00:00.000","2017","Water/Sanit/Waste","CIVIL WORKS","Request for Bids","Not assigned","IBRD/IDA","P122841","SN-Stormwater Mgt & Climate Change","AFRICA","GROUPEMENT CSE/ECOFMEQ","12257362.88","Senegal","SN","1546740"
"2018-04-10T00:00:00.000","SN-ADM-03-T-AOI","Senegal","SN","Lot 2 (MBS3-1B) : Réalisation des collecteurs de drainage de","2017-04-21T00:00:00.000","2017","Water/Sanit/Waste","CIVIL WORKS","Request for Bids","Not assigned","IBRD/IDA","P122841","SN-Stormwater Mgt & Climate Change","AFRICA","CSE (COMP. SAHELELIENNE D'ENT)","10280065.44","Senegal","SN","1546741"
"2018-04-10T00:00:00.000","117/PMEDE/SNEL/DG/DEQ/CDP/CPM/KN","Africa","3A","MARCHE M 23.1: TRAVAUX D'ELARGISSEMENT, AMENAGEMENT, BUREAUX","2017-10-16T00:00:00.000","2017","Energy & Extractives","CIVIL WORKS","International Competitive Bidding","Works, Maintenance and Rehabilitation","IBRD/IDA","P097201","Reg&Domestic Pwr Mkt  Dev.  (FY07)","AFRICA","DEMATCO","216133.34","Congo, Democrat","ZR","1551478"
"2018-04-10T00:00:00.000","219/PDSS/2017","Congo, Democrat","ZR","PROTOCOLE D ACCORD DE PARTENARIAT ENTRE LE PDSS ET LA FEDECA","2017-05-25T00:00:00.000","2017","Health","CONSULTANT SERVICES","Single Source Selection","Institution building","IBRD/IDA","P147555","DRC -Health System Strengthening Project","AFRICA","FEDECAME","6990656.67","Congo, Democrat","ZR","1551859"
"2018-04-10T00:00:00.000","CFEF/PDPC-C4/PM/AUDIT/EXT/2017/0","Congo, Democrat","ZR","Service de consultant pou l'audit externe financier et compt","2017-05-22T00:00:00.000","2017","Industry & Trade/Ser","CONSULTANT SERVICES","Single Source Selection","Audit Services","IBRD/IDA","P124720","DRC Western Growth Poles Project","AFRICA","PRICEWATERHOUSECOPERS","21720.00","Congo, Democrat","ZR","1548175"
"2018-04-10T00:00:00.000","MG-UGP CASEF-14664-CS-CDS","Madagascar","MG","Entente entre SOLIDIS, l'AGEPASEF, et l'UGPCASEF sur la gara","2017-03-03T00:00:00.000","2017","Industry & Trade/Ser","CONSULTANT SERVICES","Direct Selection","Not assigned","IBRD/IDA","P151469","MG-Agriculture Growth & Land Management","AFRICA","SOLIDIS S.A","1500000.00","Madagascar","MG","1546760"
"2018-04-10T00:00:00.000","05/3C3/CS/IGPP/GAZEDA-NACALA/17","Mozambique","MZ","Consultancy Services for Feasibility Study for Nacala Airpor","2017-04-28T00:00:00.000","2017","Transportation","CONSULTANT SERVICES","Quality And Cost-Based Selection","Not assigned","IBRD/IDA","P127303","MZ:Integrated Growth Poles Project","AFRICA","IOS PARTNERS","490189.25","United States","US","1546777"
"2018-04-10T00:00:00.000","NG-TRIMING NCO-14084-CW-RFB","Nigeria","NG","Lot 2-Contract for Conversion Works of the Rehabilitation an","2017-03-29T00:00:00.000","2017","Agriculture","CIVIL WORKS","Request for Bids","Not assigned","IBRD/IDA","P123112","Transforming Irrigation Management in NG","AFRICA","THE FIRST ENGINEERING BUREAU OF HENAN WATER CONSERVANCY (CHW","22494582.60","China","CN","1546755"
"2018-04-10T00:00:00.000","NG-TRIMING NCO-14084-CW-RFB","Nigeria","NG","Lot 2-Contract for Conversion Works of the Rehabilitation an","2017-03-29T00:00:00.000","2017","Agriculture","CIVIL WORKS","Request for Bids","Not assigned","IBRD/IDA","P123112","Transforming Irrigation Management in NG","AFRICA","CGC NIGERIA LTD","22494582.60","Nigeria","NG","1546755"
"2018-04-10T00:00:00.000","NG-TRIMING NCO-14084-CW-RFB","Nigeria","NG","Lot 1-Contract for Rehabilitation Works of the Rehabilitatio","2017-03-29T00:00:00.000","2017","Agriculture","CIVIL WORKS","Request for Bids","Not assigned","IBRD/IDA","P123112","Transforming Irrigation Management in NG","AFRICA","THE FIRST ENGINEERING BUREAU OF HENAN WATER CONSERVANCY (CHW","14475955.64","China","CN","1546762"
"2018-04-10T00:00:00.000","NG-TRIMING NCO-14084-CW-RFB","Nigeria","NG","Lot 1-Contract for Rehabilitation Works of the Rehabilitatio","2017-03-29T00:00:00.000","2017","Agriculture","CIVIL WORKS","Request for Bids","Not assigned","IBRD/IDA","P123112","Transforming Irrigation Management in NG","AFRICA","CGC NIGERIA LTD","14475955.64","Nigeria","NG","1546762"
"2018-04-10T00:00:00.000","NG-TRIMING NCO-14022-CS-QCBS","Nigeria","NG","Contract for Engineering Supervision of Bakolori Irrigation","2017-03-08T00:00:00.000","2017","Agriculture","CONSULTANT SERVICES","Quality And Cost-Based Selection","Not assigned","IBRD/IDA","P123112","Transforming Irrigation Management in NG","AFRICA","HANSOM ENGINEERING CONSULTANTS LTD","3442767.00","Nigeria","NG","1546776"
"2018-04-10T00:00:00.000","NO. 00664/2017/AOI/MEPSFP-PERI2/","Togo","TG","Impression et multiplication des manuels, guides programmes","2017-09-22T00:00:00.000","2017","Education","GOODS","International Competitive Bidding","Equipment, Educational","Recipient Executed A","P146294","Global Partnership For Education Program","AFRICA","IMPRIMERIE LABEL PRINT","510223.28","Togo","TG","1550746"
"2018-04-10T00:00:00.000","00665/2017/AOI/MEPSFP-PERI/F/IDA","Togo","TG","Impression et multiplication des manuels, guides, programmes","2017-09-22T00:00:00.000","2017","Education","GOODS","International Competitive Bidding","Equipment, Educational","Recipient Executed A","P146294","Global Partnership For Education Program","AFRICA","IMPRIMERIE LABEL PRINT","29332.44","Togo","TG","1550759"
"2018-04-10T00:00:00.000","SO-MOF-11119-CS-QCBS","Somalia","SO","Consulting Services for the Ministry of Transport and Ports","2016-12-26T00:00:00.000","2017","Industry & Trade/Ser","CONSULTANT SERVICES","Quality And Cost-Based Selection","Not assigned","Recipient Executed A","P152241","Somali Core Economic Institutions SCORE","AFRICA","INROS LACKNER CONSULTING","850515.00","Germany","DE","1546821"
"2018-04-10T00:00:00.000","2017-0-1-0213/02-24","Cote d'Ivoire","CI","Realisation d une etude de base dans les districts de la pha","2017-06-02T00:00:00.000","2017","Health","CONSULTANT SERVICES","Quality And Cost-Based Selection","Sector Studies","IBRD/IDA","P147740","Health Systems Strengthen. & Ebola Prep.","AFRICA","CONSORTIUM BASP 96 / AG CONSULTING","338603.53","Burkina Faso","BF","1548871"
"2018-04-10T00:00:00.000","007/PAGSEM/SC/04/2017","Guinea","GN","Elaboration d'un Manuel de Gestion des Explosifs et des Prod","2017-06-01T00:00:00.000","2017","Energy & Extractives","CONSULTANT SERVICES","Single Source Selection","Geological/Geophysical Services","IBRD/IDA","P122916","GN:Mineral Governance Support Project","AFRICA","BEC-BLASTING ENGINEERING CONSULT","71808.00","Morocco","MA","1547296"
"2018-04-10T00:00:00.000","00200DGMP/DSP/2017","Mali","ML","Mise en oeuvre du volet Â« formation dÃ©centralisÃ©e de cour","2017-06-13T00:00:00.000","2017","Education","CONSULTANT SERVICES","Quality Based Selection","Training Services","IBRD/IDA","P145861","Skills Development and Youth Employment","AFRICA","ONG AAPC-BENKAN","122684.86","Mali","ML","1547758"
"2018-04-10T00:00:00.000","NO. 009/MITPR/CI/PRO-ROUTES/2017","Congo, Democrat","ZR","PRESTATIONS DES SERVICES DE CONTROLE ET SUPERVISION DES TRAV","2017-05-29T00:00:00.000","2017","Transportation","CONSULTANT SERVICES","Single Source Selection","Construction Supervision","IBRD/IDA","P101745","High Priority Reopening & Maintenance","AFRICA","*CIRA SARL*","1052969.97","Mali","ML","1547361"
"2018-04-10T00:00:00.000","F-17/BCPE-PEJEDEC FI/2017","Cote d'Ivoire","CI","Acquisition des EPI pour les 5500 apprentis (second EPI) pou","2017-06-01T00:00:00.000","2017","Education","GOODS","Direct Selection","Equipment, Construction","IBRD/IDA","P122546","CI - Emerg. Youth Empl & Skills Dev. Pro","AFRICA","TROUVAY ET CAUVIN AFRIQUE","178110.80","Cote d'Ivoire","CI","1548293"
"2018-04-10T00:00:00.000","RREA/LIR/CONS/04","Liberia","LR","External Audit Consultancy Contract","2017-05-19T00:00:00.000","2017","Energy & Extractives","CONSULTANT SERVICES","Consultant Qualification  Selection","Audit Services","IBRD/IDA","P149683","Liberia Renewable Energy Access Project","AFRICA","MOORE STEPHENS","24690.00","United Kingdom","GB","1549488"
"2018-04-10T00:00:00.000","PO 33W3-A/HUAMBO/DAS/16","Angola","AO","CONSTRUCTION OF NETWORK AND HOME CONNECTIONS IN THE CITY OF","2017-06-05T00:00:00.000","2017","Water/Sanit/Waste","CIVIL WORKS","International Competitive Bidding","Works, Infrastructure","IBRD/IDA","P096360","AO-Water Sector Institutional Dvlp","AFRICA","JIANGSU GEOLOGY & ENGINEERING CO., LTD","5737364.00","Angola","AO","1547789"
"2018-04-10T00:00:00.000","NO. 10/FSRDC/STEP-06/2017","Congo, Democrat","ZR","FORMATION DES BENEFICIAIRES DES TRAVAUX A HAUTE INTENSITE EN","2017-05-23T00:00:00.000","2017","Social Protection","CONSULTANT SERVICES","Single Source Selection","Health Services","IBRD/IDA","P145196","Eastern Recovery Project","AFRICA","INPP","587719.70","Congo, Democrat","ZR","1550048"
"2018-04-10T00:00:00.000","009/FSRDC/STEP/2017","Congo, Democrat","ZR","FORMATION DES BENEFICIAIRES DE THIMO - PROJET STEP","2017-05-23T00:00:00.000","2017","Social Protection","CONSULTANT SERVICES","Single Source Selection","Training Services","IBRD/IDA","P145196","Eastern Recovery Project","AFRICA","INPP","589720.00","Congo, Democrat","ZR","1547998"
"2018-04-10T00:00:00.000","F18/BCPE-PEJEDEC/2017","Cote d'Ivoire","CI","Fourniture de tenues pour 5500 jeunes apprentis et pour 160","2017-06-01T00:00:00.000","2017","Education","GOODS","Direct Selection","Equipment, Construction","IBRD/IDA","P122546","CI - Emerg. Youth Empl & Skills Dev. Pro","AFRICA","MAB ENTREPRISES","329667.40","Cote d'Ivoire","CI","1548297"
"2018-04-10T00:00:00.000","UNOPS 20729-001","Central African","CF","LIVRAISON DE PRODUITS","2017-05-24T00:00:00.000","2017","Social Protection","NON-CONSULTING SERVICES","Direct Selection","Other Operational Services","IBRD/IDA","P160500","CAR Rural Connectivity","AFRICA","UNITED NATIONS OFFICE PROJECT SERVICES (UNOPS)","105277.00","World","1W","1552301"
"2018-04-10T00:00:00.000","07/CONS/PNDRH/2016","Mozambique","MZ","Environmental Specialist  on Consulting Services  for Panel","2017-05-19T00:00:00.000","2017","Not Assigned","CONSULTANT SERVICES","Direct Selection","Not assigned","IBRD/IDA","P107350","MZ-Water Resources Dev I SIL","AFRICA","DR. PAUL DRIVER","49200.00","United Kingdom","GB","1546982"
"2018-04-10T00:00:00.000","04/CONS/PNDRH/2016","Mozambique","MZ","Dam Safety Specialist, Panel of Expert","2017-05-19T00:00:00.000","2017","Not Assigned","CONSULTANT SERVICES","Direct Selection","Not assigned","IBRD/IDA","P107350","MZ-Water Resources Dev I SIL","AFRICA","WILLIAM A MOLER","177600.00","United States","US","1546987"
"2018-04-10T00:00:00.000","170/C/MINTP/CSPM-FC/2017","Central Africa","3T","MISE EN OEUVRE DU MECANISME DE GESTION DES PLAINTES ET DE LA","2017-09-15T00:00:00.000","2017","Transportation","CONSULTANT SERVICES","Single Source Selection","Management /Technical Advice","IBRD/IDA","P079736","3A-CEMAC Transp Transit Facil (FY07)","AFRICA","RESEARCH INSTITUTE FOR DEVELOPMENT","928999.86","Cameroon","CM","1552315"
"2018-04-10T00:00:00.000","N/A","Congo, Democrat","ZR","CONTRAT DE SERVICES: OPERATEUR CHARGE D'ASSURER LA GESTION D","2017-12-16T00:00:00.000","2017","Agriculture","CONSULTANT SERVICES","Single Source Selection","Management /Technical Advice","Recipient Executed A","P149049","Forest Dependent Communities Support Pr.","AFRICA","REPALEF","270000.00","Congo, Democrat","ZR","1552549"
"2018-04-10T00:00:00.000","AO-PAT-3551-GO-RFB","Angola","AO","Printing of Portuguese and Mathematics Manuals and Guides","2017-05-30T00:00:00.000","2017","Education","GOODS","Request for Bids","Not assigned","IBRD/IDA","P122700","AO - Learning for All Project","AFRICA","NORPRINT ARTES GRÁFICAS, SA.","225484.01","Portugal","PT","1547062"
"2018-04-10T00:00:00.000","026/MITP/CI/PRO-ROUTES","Congo, Democrat","ZR","Contrat de consultant individual pour la realization de l'Et","2017-06-07T00:00:00.000","2017","Transportation","CONSULTANT SERVICES","Single Source Selection","Sector Studies","IBRD/IDA","P101745","High Priority Reopening & Maintenance","AFRICA","LYDIA MONTALTI","61883.47","France","FR","1548041"
"2018-04-10T00:00:00.000","DC/UNOPS","Ethiopia","ET","102 vehicles and 688 motor cycles","2017-04-12T00:00:00.000","2017","Agriculture","GOODS","UN Agencies (Direct)","Not assigned","IBRD/IDA","P148591","Second Agricultural Growth Project","AFRICA","UNITED NATIONS OFFICE PROJECT SERVICES (UNOPS)","4759844.78","World","1W","1547063"
"2018-04-10T00:00:00.000","LWSC/LSP/CS-009/2015","Zambia","ZM","Consultancy to provide construction supervision services of","2017-02-22T00:00:00.000","2017","Water/Sanit/Waste","CONSULTANT SERVICES","Quality And Cost-Based Selection","Not assigned","IBRD/IDA","P149091","ZM-Lusaka Sanitation Project","AFRICA","NICHOLAS O' DWYER","1200851.97","Ireland","IE","1547048"
"2018-04-10T00:00:00.000","SO-MOF-PL-12719-CS-QCBS","Somalia","SO","Support to strengthening Integrity Pillars in Puntland State","2017-05-23T00:00:00.000","2017","Public Admin","CONSULTANT SERVICES","Quality And Cost-Based Selection","Not assigned","Recipient Executed A","P151492","SO-Pub Financial Management Capacity Str","AFRICA","ERNST & YOUNG","627109.60","Kenya","KE","1547104"
"2018-04-10T00:00:00.000","C-20/BCPE-PEJEDEC FI/2017","Cote d'Ivoire","CI","Assistance technique pour le seminaire d appropriation et de","2017-06-19T00:00:00.000","2017","Education","CONSULTANT SERVICES","Consultant Qualification  Selection","Training Services","IBRD/IDA","P122546","CI - Emerg. Youth Empl & Skills Dev. Pro","AFRICA","SFERE","32671.46","Cote d'Ivoire","CI","1549793"
"2018-04-10T00:00:00.000","03/D/INGC/2016","Mozambique","MZ","Ready to Use Supplementary Food (RUSF)","2017-05-22T00:00:00.000","2017","Public Admin","GOODS","UN Agencies (Direct)","Not assigned","IBRD/IDA","P156559","MZ - Emergency Recovery Project","AFRICA","UNITED NATIONS WORLD FOOD PROGRAMME","4140000.00","Italy","IT","1547142"
"2018-04-10T00:00:00.000","SO-MOPT-6880-CS-CDS","Somalia","SO","Support for Enhanced Connectivity for the Higher Education S","2017-05-27T00:00:00.000","2017","Info & Communication","CONSULTANT SERVICES","Direct Selection","Not assigned","Recipient Executed A","P152358","SO:  ICT Sector Support - Phase II","AFRICA","SOMALI RESEARCH & EDUCATION NETWORK","90000.00","Somalia","SO","1547149"
"2018-04-10T00:00:00.000","TZ-PO-PSM-14425-GO-RFB","Africa","3A","DESIGN, DEVELOPMENT, SUPPLY, INSTALLATION, CONFIGURATION, CO","2016-05-30T00:00:00.000","2017","Not Assigned","GOODS","Request for Bids","Not assigned","IBRD/IDA","P111432","RCIP - Phase 3","AFRICA","EUROPEAN DYNAMICS LUXEMBOURG S.A","1492213.88","Luxembourg","LU","1547192"
"2018-04-10T00:00:00.000","FAGP/CU/CON-003/09","Ethiopia","ET","Comprehensive Implementation Performance Assessment Report (","2017-03-27T00:00:00.000","2017","Agriculture","CONSULTANT SERVICES","Quality And Cost-Based Selection","Not assigned","IBRD/IDA","P148591","Second Agricultural Growth Project","AFRICA","LOYAA CONSULT","246075.00","Ethiopia","ET","1547168"
"2018-04-10T00:00:00.000","ME/005/RCIP/2013/2014/G/2/01","Africa","3A","System Design, Development, Configuration, Supply, Installat","2015-09-01T00:00:00.000","2017","Info & Communication","GOODS","Request for Bids","Not assigned","IBRD/IDA","P111432","RCIP - Phase 3","AFRICA","MFI DOCUMENT SOLUTION LTD","1840718.00","Tanzania","TZ","1547193"
"2018-04-10T00:00:00.000","ME/005/RCIP/2015/2016/NC/01/01","Africa","3A","Production of Content for Airing of Information, Education a","2016-10-01T00:00:00.000","2017","Not Assigned","NON-CONSULTING SERVICES","Request for Bids","Not assigned","IBRD/IDA","P111432","RCIP - Phase 3","AFRICA","M/S TRUE VISION PRODUCTION (T) LIMITED","298084.10","Tanzania","TZ","1547197"
"2018-04-10T00:00:00.000","NO. 113/IDA/PTM/UPL-CEPTM/2017","Congo, Democrat","ZR","AUDITEUR INTERNE DE LÃ¢  UNITÃ  DE PROJET BASÃ E Ã  LUBUM","2017-05-30T00:00:00.000","2017","Transportation","CONSULTANT SERVICES","Single Source Selection","Project Management","IBRD/IDA","P092537","DRC-Multi-Modal Transp","AFRICA","JOHN NDAY MUTOMBO","66375.32","Congo, Democrat","ZR","1548264"
"2018-04-10T00:00:00.000","IDA 5340-NE","Niger","NE","Avenant NÂ°1 au contrat NÂ°19 Travaux PGRC-DU Travaux d'amen","2017-05-15T00:00:00.000","2017","Transportation","CIVIL WORKS","National Competitive Bidding","Works, Infrastructure","IBRD/IDA","P145268","Niger DRM and Urban Development Project","AFRICA","ENTREPRISE SEBAROUTE","98265.24","Niger","NE","1547596"
"2018-04-10T00:00:00.000","ME/005/RCIP/2014/2015/G/04","Africa","3A","Tender No: ME/005/RCIP/2014/2015/G/04 For System Design, Dev","2016-05-16T00:00:00.000","2017","Not Assigned","GOODS","Request for Bids","Not assigned","IBRD/IDA","P111432","RCIP - Phase 3","AFRICA","INFOTECH PRIVATE LIMITED","4578322.00","Pakistan","PK","1547228"
"2018-04-10T00:00:00.000","F-31/BCPE-PEJEDECFI/2017","Cote d'Ivoire","CI","Fourniture de peinture pour le ravalement des batiments comp","2017-06-29T00:00:00.000","2017","Education","GOODS","Direct Selection","Equipment, Construction","IBRD/IDA","P122546","CI - Emerg. Youth Empl & Skills Dev. Pro","AFRICA","ENTREPRISE DROCOLOR","21950.20","Cote d'Ivoire","CI","1549785"
"2018-04-10T00:00:00.000","2017-0-2-0086/02-49","Cote d'Ivoire","CI","Travaux de ravalement des fascades de batiments prives dans","2017-04-25T00:00:00.000","2017","Education","CIVIL WORKS","Direct Selection","Works, Maintenance and Rehabilitation","IBRD/IDA","P122546","CI - Emerg. Youth Empl & Skills Dev. Pro","AFRICA","ENTREPRISE DROCOLOR","514343.74","Cote d'Ivoire","CI","1548298"
"2018-04-10T00:00:00.000","SO-MOF-9862-CS-QCBS","Somalia","SO","Revenue Mobilization and Tax Administration (MOF/PFMII/QCBS/","2017-01-01T00:00:00.000","2017","Public Admin","CONSULTANT SERVICES","Quality And Cost-Based Selection","Not assigned","Recipient Executed A","P151492","SO-Pub Financial Management Capacity Str","AFRICA","ERNST & YOUNG LLP","3372770.00","Kenya","KE","1547233"
"2018-04-10T00:00:00.000","SO-MOF-8205-CS-QCBS","Somalia","SO","Treasury management, budget execution, procurement, accounti","2017-02-27T00:00:00.000","2017","Public Admin","CONSULTANT SERVICES","Quality And Cost-Based Selection","Not assigned","Recipient Executed A","P151492","SO-Pub Financial Management Capacity Str","AFRICA","CROWN AGENTS","822661.00","United Kingdom","GB","1547234"
"2018-04-10T00:00:00.000","2017-01-SED/SWEDD","Western Africa","3W","Evaluation d'impact de la composante 1.2 du projet","2017-06-14T00:00:00.000","2017","Public Admin","CONSULTANT SERVICES","Single Source Selection","Project Management","IBRD/IDA","P150080","Sahel Women's Emp. & Demographics Proj","AFRICA","GREAT","24552.51","Mali","ML","1547699"
"2018-04-10T00:00:00.000","NO. 003C/CAB5/SOCOF SA/DG/01/06/","Africa","3A","AUDIT FINANCIER ET COMPTABLE DES COMPTES DU PROJET CAB5, EXE","2017-06-02T00:00:00.000","2017","Info & Communication","CONSULTANT SERVICES","Quality And Cost-Based Selection","Audit Services","IBRD/IDA","P132821","Central African Backbone SOP5","AFRICA","CABINET MPANAZAVA","28882.74","Madagascar","MG","1552401"
